#ID	genome_anti_hits	prophage_hits	pBGC_hits	pBGC_types	coordinates	genome_length	name
GCF_003691465.1_ASM369146v1_genomic	4	1	0	-	-	0	NZ_CP033105.1 Pseudomonas sp. LTJR-52 chromosome, complete genome
GCF_003698205.1_ASM369820v1_genomic	3	5	0	-	-	0	NZ_CP029694.1 Streptococcus pyogenes strain ABC020055975 chromosome, complete genome
GCF_003691445.1_ASM369144v1_genomic	3	5	0	-	-	0	NZ_CP033104.1 Pseudomonas sp. LTGT-11-2Z chromosome, complete genome
GCF_003697205.1_ASM369720v1_genomic	3	1	0	-	-	0	NZ_CP033213.1 Clostridioides difficile strain CD10010 chromosome, complete genome
GCF_003675325.1_ASM367532v1_genomic	32	0	0	-	-	0	NZ_CP033073.1 Streptomyces sp. Z022 chromosome, complete genome
GCF_003691565.1_ASM369156v1_genomic	8	7	0	-	-	0	NZ_CP033162.1 Serratia sp. P2ACOL2 chromosome, complete genome
GCF_003710105.1_ASM371010v1_genomic	4	0	0	-	-	0	NZ_CP033325.1 Georgenia sp. ZLJ0423 chromosome, complete genome
GCF_003692675.1_ASM369267v1_genomic	5	4	0	-	-	0	NZ_CP027000.1 Aeromonas salmonicida subsp. salmonicida 01-B526 chromosome, complete genome
GCF_003691405.1_ASM369140v1_genomic	2	3	0	-	-	0	NZ_CP033098.1 Staphylococcus warneri strain SWO chromosome, complete genome
GCF_003710085.1_ASM371008v1_genomic	3	0	0	-	-	0	NZ_CP033324.1 Nocardioides sp. 603 chromosome, complete genome
GCF_003711265.1_ASM371126v1_genomic	0	0	0	-	-	0	NZ_CP024634.1 Bathymodiolus thermophilus thioautotrophic gill symbiont strain EPR9N chromosome, complete genome
GCF_003697225.1_ASM369722v1_genomic	3	1	0	-	-	0	NZ_CP033214.1 Clostridioides difficile strain 12038 chromosome, complete genome
GCF_003711125.1_ASM371112v1_genomic	0	2	0	-	-	0	NZ_CP024590.1 Enterococcus avium strain FDAARGOS_184 chromosome, complete genome
GCF_003710145.1_ASM371014v1_genomic	2	1	0	-	-	0	NZ_CP033344.1 Salmonella enterica subsp. enterica serovar Oranienburg strain CFSAN076211 chromosome, complete genome
GCF_003691485.1_ASM369148v1_genomic	5	0	0	-	-	0	NZ_CP033134.1 Vibrio campbellii strain 170502 chromosome I, complete sequence
GCF_003710205.1_ASM371020v1_genomic	2	3	0	-	-	0	NZ_CP033343.1 Salmonella enterica subsp. enterica serovar Mbandaka strain CFSAN076213 chromosome, complete genome
GCF_003716935.1_ASM371693v1_genomic	3	0	0	-	-	0	NZ_CP024738.1 Akkermansia muciniphila strain AMDK-3 chromosome, complete genome
GCF_003716955.1_ASM371695v1_genomic	3	0	0	-	-	0	NZ_CP024740.1 Akkermansia muciniphila strain EB-AMDK-4 chromosome, complete genome
GCF_003697245.1_ASM369724v1_genomic	3	1	0	-	-	0	NZ_CP033216.1 Clostridioides difficile strain CD21062 chromosome, complete genome
GCF_003716915.1_ASM371691v1_genomic	3	0	0	-	-	0	NZ_CP024736.1 Akkermansia muciniphila strain AMDK-1 chromosome, complete genome
GCF_003716975.1_ASM371697v1_genomic	3	0	0	-	-	0	NZ_CP024742.1 Akkermansia muciniphila strain AMDK-2 chromosome, complete genome
GCF_003691525.1_ASM369152v1_genomic	4	2	0	-	-	0	NZ_CP033141.1 Vibrio parahaemolyticus strain 160807 chromosome 1, complete sequence
GCF_003711185.1_ASM371118v1_genomic	6	0	0	-	-	0	NZ_CP029335.1 Sphingobium sp. LF-16 chromosome, complete genome
GCF_003698225.1_ASM369822v1_genomic	3	0	0	-	-	0	NZ_CP031059.1 Xanthomonas axonopodis pv. commiphoreae strain LMG26789 chromosome, complete genome
GCF_003716855.1_ASM371685v1_genomic	5	0	0	-	-	0	NZ_CP032521.1 Alcaligenes faecalis strain J481 chromosome, complete genome
GCF_003711025.1_ASM371102v1_genomic	12	5	0	-	-	0	NZ_CP033389.1 Bacillus paralicheniformis strain CBMAI 1303 chromosome, complete genome
GCF_003697165.2_ASM369716v2_genomic	4	5	0	-	-	0	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome
GCF_003711205.1_ASM371120v1_genomic	2	0	0	-	-	0	NZ_CP031013.1 Polaromonas sp. SP1 chromosome, complete genome
GCF_003711605.1_ASM371160v1_genomic	1	2	0	-	-	0	NZ_CP033376.1 Enterococcus faecium strain Gr17 chromosome, complete genome
GCF_003710125.1_ASM371012v1_genomic	2	2	0	-	-	0	NZ_CP033338.1 Salmonella enterica subsp. enterica serovar Anatum strain CFSAN076215 chromosome, complete genome
GCF_003713065.1_ASM371306v1_genomic	4	0	0	-	-	0	NZ_CP033433.1 Cohnella sp. 18JY8-7 chromosome, complete genome
GCF_003713025.1_ASM371302v1_genomic	17	0	0	-	-	0	NZ_CP033428.1 Mycobacterium avium subsp. paratuberculosis strain MAPK_CN7/15 chromosome, complete genome
GCF_003716785.1_ASM371678v1_genomic	0	0	0	-	-	0	NZ_CP033440.1 Leptospira borgpetersenii serovar Hardjo-bovis strain L49 chromosome 1, complete sequence
GCF_003713045.1_ASM371304v1_genomic	17	0	0	-	-	0	NZ_CP033427.1 Mycobacterium avium subsp. paratuberculosis strain MAPK_CN9/15 chromosome, complete genome
GCF_003710185.1_ASM371018v1_genomic	2	6	0	-	-	0	NZ_CP033345.1 Salmonella enterica subsp. enterica serovar Tennessee strain CFSAN076210 chromosome, complete genome
GCF_003716875.1_ASM371687v1_genomic	2	0	0	-	-	0	NZ_CP033077.1 Vibrio sp. HBUAS61001 chromosome 1, complete sequence
GCF_003692695.1_ASM369269v1_genomic	3	3	0	-	-	0	NZ_CP028478.1 Klebsiella pneumoniae strain 2e chromosome, complete genome
GCF_003691425.1_ASM369142v1_genomic	2	7	0	-	-	0	NZ_CP033096.1 Escherichia coli strain CP53 chromosome, complete genome
GCF_003691505.1_ASM369150v1_genomic	4	1	0	-	-	0	NZ_CP033137.1 Vibrio owensii strain 1700302 chromosome 1, complete sequence
GCF_003717055.1_ASM371705v1_genomic	2	4	0	-	-	0	NZ_CP029927.1 Salmonella enterica subsp. enterica serovar Typhi strain 311189_217103 chromosome, complete genome
GCF_003691545.1_ASM369154v1_genomic	4	1	0	-	-	0	NZ_CP033144.1 Vibrio owensii strain V180403 chromosome 1, complete sequence
GCF_003710165.1_ASM371016v1_genomic	2	3	0	-	-	0	NZ_CP033340.1 Salmonella enterica subsp. enterica serovar Enteritidis strain CFSAN076214 chromosome, complete genome
GCF_003703795.1_ASM370379v1_genomic	2	10	0	-	-	0	NZ_CP033250.1 Escherichia coli strain ECCHD184 chromosome, complete genome
GCF_003692595.1_ASM369259v1_genomic	4	2	0	-	-	0	NZ_CP024058.1 Lactobacillus plantarum strain KACC 92189 chromosome, complete genome
GCF_003713085.1_ASM371308v1_genomic	10	2	0	-	-	0	NZ_CP033432.1 Pseudomonas aeruginosa strain BA15561 chromosome, complete genome
GCF_003717285.1_ASM371728v1_genomic	2	4	0	-	-	0	NZ_CP029945.1 Salmonella enterica subsp. enterica serovar Typhi strain 311189_211186 chromosome, complete genome
GCF_003716765.1_ASM371676v1_genomic	11	2	0	-	-	0	NZ_CP033439.1 Pseudomonas aeruginosa strain SP4528 chromosome, complete genome
GCF_003716995.1_ASM371699v1_genomic	2	4	0	-	-	0	NZ_CP029923.1 Salmonella enterica subsp. enterica serovar Typhi strain 311189_221186 chromosome, complete genome
GCF_003711005.1_ASM371100v1_genomic	2	6	0	-	-	0	NZ_CP033378.1 Escherichia coli strain L73 chromosome, complete genome
GCF_003710225.1_ASM371022v1_genomic	0	2	0	-	-	0	NZ_CP033371.1 Lactobacillus fermentum strain DR9 chromosome, complete genome
GCF_003717015.1_ASM371701v1_genomic	2	4	0	-	-	0	NZ_CP029886.1 Salmonella enterica subsp. enterica serovar Typhi strain 311189_220186 chromosome, complete genome
GCF_003704305.1_ASM370430v1_genomic	6	0	0	-	-	0	NZ_CP031649.1 Pantoea agglomerans strain TH81 chromosome, complete genome
GCF_003717035.1_ASM371703v1_genomic	2	4	0	-	-	0	NZ_CP029911.1 Salmonella enterica subsp. enterica serovar Typhi strain 311189_219186 chromosome, complete genome
GCF_003717435.1_ASM371743v1_genomic	2	4	0	-	-	0	NZ_CP029932.1 Salmonella enterica subsp. enterica serovar Typhi strain 311189_208103 chromosome, complete genome
GCF_003717075.1_ASM371707v1_genomic	2	7	0	-	-	0	NZ_CP029928.1 Salmonella enterica subsp. enterica serovar Typhi strain 311189_216103 chromosome, complete genome
GCF_003697265.1_ASM369726v1_genomic	4	2	0	-	-	0	NZ_CP033230.1 Sphingobium yanoikuyae strain SJTF8 chromosome, complete genome
GCF_003711105.1_ASM371110v1_genomic	24	1	0	-	-	0	NZ_CP023865.1 Actinoplanes teichomyceticus ATCC 31121 chromosome, complete genome
GCF_003717095.1_ASM371709v1_genomic	2	4	0	-	-	0	NZ_CP029930.1 Salmonella enterica subsp. enterica serovar Typhi strain 311189_215186 chromosome, complete genome
GCF_003717115.1_ASM371711v1_genomic	2	4	0	-	-	0	NZ_CP029933.1 Salmonella enterica subsp. enterica serovar Typhi strain 311189_214186 chromosome, complete genome
GCF_003717595.1_ASM371759v1_genomic	2	4	0	-	-	0	NZ_CP030240.1 Escherichia coli strain ER1709 chromosome, complete genome
GCF_003717215.1_ASM371721v1_genomic	2	4	0	-	-	0	NZ_CP029944.1 Salmonella enterica subsp. enterica serovar Typhi strain 311189_212186 chromosome, complete genome
GCF_003717135.1_ASM371713v1_genomic	2	4	0	-	-	0	NZ_CP029936.1 Salmonella enterica subsp. enterica serovar Typhi strain 311189_213186 chromosome, complete genome
GCF_003717355.1_ASM371735v1_genomic	2	4	0	-	-	0	NZ_CP029946.1 Salmonella enterica subsp. enterica serovar Typhi strain 311189_210186 chromosome, complete genome
GCF_003717395.1_ASM371739v1_genomic	2	4	0	-	-	0	NZ_CP029949.1 Salmonella enterica subsp. enterica serovar Typhi strain 311189_208186 chromosome, complete genome
GCF_003717635.1_ASM371763v1_genomic	2	5	0	-	-	0	NZ_CP029907.1 Salmonella enterica subsp. enterica serovar Typhi strain 343077_255118 chromosome, complete genome
GCF_003717715.1_ASM371771v1_genomic	2	5	0	-	-	0	NZ_CP029862.1 Salmonella enterica subsp. enterica serovar Typhi strain 343077_214162 chromosome, complete genome
GCF_003704285.1_ASM370428v1_genomic	15	1	0	-	-	0	NZ_CP013390.1 Burkholderia contaminans strain FL-1-2-30-S1-D0 chromosome 1, complete sequence
GCF_003717455.1_ASM371745v1_genomic	2	4	0	-	-	0	NZ_CP029938.1 Salmonella enterica subsp. enterica serovar Typhi strain 311189_207186 chromosome, complete genome
GCF_003717775.1_ASM371777v1_genomic	2	5	0	-	-	0	NZ_CP029870.1 Salmonella enterica subsp. enterica serovar Typhi strain 343077_212159 chromosome, complete genome
GCF_003711065.1_ASM371106v1_genomic	5	7	0	-	-	0	NZ_CP033405.1 Klebsiella pneumoniae strain WCHKP115069 chromosome, complete genome
GCF_003717795.1_ASM371779v1_genomic	2	5	0	-	-	0	NZ_CP029919.1 Salmonella enterica subsp. enterica serovar Typhi strain 343077_212138 chromosome, complete genome
GCF_003717475.1_ASM371747v1_genomic	2	4	0	-	-	0	NZ_CP029940.1 Salmonella enterica subsp. enterica serovar Typhi strain 311189_206186 chromosome, complete genome
GCF_003717535.1_ASM371753v1_genomic	2	4	0	-	-	0	NZ_CP029954.1 Salmonella enterica subsp. enterica serovar Typhi strain 311189_204186 chromosome, complete genome
GCF_003717515.1_ASM371751v1_genomic	2	7	0	-	-	0	NZ_CP029950.1 Salmonella enterica subsp. enterica serovar Typhi strain 311189_205186 chromosome, complete genome
GCF_003711045.1_ASM371104v1_genomic	2	5	0	-	-	0	NZ_CP033401.1 Escherichia coli strain WCHEC020031 chromosome, complete genome
GCF_003717855.1_ASM371785v1_genomic	2	5	0	-	-	0	NZ_CP029881.1 Salmonella enterica subsp. enterica serovar Typhi strain 343076_269157 chromosome, complete genome
GCF_003717575.1_ASM371757v1_genomic	2	5	0	-	-	0	NZ_CP029956.1 Salmonella enterica subsp. enterica serovar Typhi strain 311189_202186 chromosome, complete genome
GCF_003717935.1_ASM371793v1_genomic	2	5	0	-	-	0	NZ_CP029882.1 Salmonella enterica subsp. enterica serovar Typhi strain 343076_248190 chromosome, complete genome
GCF_003717615.1_ASM371761v1_genomic	2	5	0	-	-	0	NZ_CP029861.1 Salmonella enterica subsp. enterica serovar Typhi strain 343077_260153 chromosome, complete genome
GCF_003717955.1_ASM371795v1_genomic	2	5	0	-	-	0	NZ_CP029899.1 Salmonella enterica subsp. enterica serovar Typhi strain 343076_241106 chromosome, complete genome
GCF_003717655.1_ASM371765v1_genomic	2	6	0	-	-	0	NZ_CP029864.1 Salmonella enterica subsp. enterica serovar Typhi strain 343077_228157 chromosome, complete genome
GCF_003717735.1_ASM371773v1_genomic	2	5	0	-	-	0	NZ_CP029872.1 Salmonella enterica subsp. enterica serovar Typhi strain 343077_214135 chromosome, complete genome
GCF_003718015.1_ASM371801v1_genomic	2	5	0	-	-	0	NZ_CP029914.1 Salmonella enterica subsp. enterica serovar Typhi strain 343076_217103 chromosome, complete genome
GCF_003717695.1_ASM371769v1_genomic	2	5	0	-	-	0	NZ_CP029868.1 Salmonella enterica subsp. enterica serovar Typhi strain 343077_215174 chromosome, complete genome
GCF_003717675.1_ASM371767v1_genomic	2	7	0	-	-	0	NZ_CP029866.1 Salmonella enterica subsp. enterica serovar Typhi strain 343077_228140 chromosome, complete genome
GCF_003718055.1_ASM371805v1_genomic	2	4	0	-	-	0	NZ_CP029894.1 Salmonella enterica subsp. enterica serovar Typhi strain 311189_291186 chromosome, complete genome
GCF_003717815.1_ASM371781v1_genomic	2	5	0	-	-	0	NZ_CP029873.1 Salmonella enterica subsp. enterica serovar Typhi strain 343077_211171 chromosome, complete genome
GCF_003717755.1_ASM371775v1_genomic	2	8	0	-	-	0	NZ_CP029897.1 Salmonella enterica subsp. enterica serovar Typhi strain 343077_213147 chromosome, complete genome
GCF_003718095.1_ASM371809v1_genomic	2	4	0	-	-	0	NZ_CP029922.1 Salmonella enterica subsp. enterica serovar Typhi strain 311189_269186 chromosome, complete genome
GCF_003711145.1_ASM371114v1_genomic	12	4	0	-	-	0	NZ_CP024943.1 Burkholderia lata strain A05 chromosome 1, complete sequence
GCF_003717835.1_ASM371783v1_genomic	2	6	0	-	-	0	NZ_CP029888.1 Salmonella enterica subsp. enterica serovar Typhi strain 343076_294172 chromosome, complete genome
GCF_003717915.1_ASM371791v1_genomic	2	5	0	-	-	0	NZ_CP029913.1 Salmonella enterica subsp. enterica serovar Typhi strain 343076_249107 chromosome, complete genome
GCF_003717875.1_ASM371787v1_genomic	2	6	0	-	-	0	NZ_CP029890.1 Salmonella enterica subsp. enterica serovar Typhi strain 343076_253155 chromosome, complete genome
GCF_003717895.1_ASM371789v1_genomic	2	6	0	-	-	0	NZ_CP029892.1 Salmonella enterica subsp. enterica serovar Typhi strain 343076_252143 chromosome, complete genome
GCF_003711225.1_ASM371122v1_genomic	4	0	0	-	-	0	NZ_CP031030.1 Runella sp. SP2 chromosome, complete genome
GCF_003718175.1_ASM371817v1_genomic	2	4	0	-	-	0	NZ_CP029885.1 Salmonella enterica subsp. enterica serovar Typhi strain 311189_255186 chromosome, complete genome
GCF_003718155.1_ASM371815v1_genomic	2	4	0	-	-	0	NZ_CP029917.1 Salmonella enterica subsp. enterica serovar Typhi strain 311189_256186 chromosome, complete genome
GCF_003713105.1_ASM371310v1_genomic	20	4	0	-	-	0	NZ_CP033430.1 Burkholderia gladioli strain Co14 chromosome 1, complete sequence
GCF_003718235.1_ASM371823v1_genomic	2	4	0	-	-	0	NZ_CP029918.1 Salmonella enterica subsp. enterica serovar Typhi strain 311189_232103 chromosome, complete genome
GCF_003717975.1_ASM371797v1_genomic	2	6	0	-	-	0	NZ_CP029900.1 Salmonella enterica subsp. enterica serovar Typhi strain 343076_232188 chromosome, complete genome
GCF_003717995.1_ASM371799v1_genomic	2	5	0	-	-	0	NZ_CP029875.1 Salmonella enterica subsp. enterica serovar Typhi strain 343076_227128 chromosome, complete genome
GCF_003718035.1_ASM371803v1_genomic	2	6	0	-	-	0	NZ_CP029915.1 Salmonella enterica subsp. enterica serovar Typhi strain 343076_202113 chromosome, complete genome
GCF_003718315.1_ASM371831v1_genomic	2	6	0	-	-	0	NZ_CP029909.1 Salmonella enterica subsp. enterica serovar Typhi strain 311189_222186 chromosome, complete genome
GCF_003718075.1_ASM371807v1_genomic	2	6	0	-	-	0	NZ_CP029920.1 Salmonella enterica subsp. enterica serovar Typhi strain 311189_282186 chromosome, complete genome
GCF_003718115.1_ASM371811v1_genomic	2	6	0	-	-	0	NZ_CP029883.1 Salmonella enterica subsp. enterica serovar Typhi strain 311189_268186 chromosome, complete genome
GCF_003718375.1_ASM371837v1_genomic	2	5	0	-	-	0	NZ_CP029959.1 Salmonella enterica subsp. enterica serovar Typhi strain 343078_256191 chromosome, complete genome
GCF_003718135.1_ASM371813v1_genomic	2	5	0	-	-	0	NZ_CP029902.1 Salmonella enterica subsp. enterica serovar Typhi strain 311189_268103 chromosome, complete genome
GCF_003718715.1_ASM371871v1_genomic	1	2	0	-	-	0	NZ_CP033465.1 Clostridium sp. JN-1 chromosome, complete genome
GCF_003718335.1_ASM371833v1_genomic	10	2	0	-	-	0	NZ_CP024710.1 Dickeya solani strain IFB0223 chromosome, complete genome
GCF_003718735.1_ASM371873v1_genomic	3	1	0	-	-	0	NZ_CP033460.1 Staphylococcus sp. SDB 2975 chromosome, complete genome
GCF_003722215.1_ASM372221v1_genomic	0	0	0	-	-	0	NZ_CP033601.1 Erysipelothrix rhusiopathiae strain KC-Sb-R1 chromosome, complete genome
GCF_003718195.1_ASM371819v1_genomic	2	4	0	-	-	0	NZ_CP029896.1 Salmonella enterica subsp. enterica serovar Typhi strain 311189_252186 chromosome, complete genome
GCF_003718275.1_ASM371827v1_genomic	2	4	0	-	-	0	NZ_CP029878.1 Salmonella enterica subsp. enterica serovar Typhi strain 311189_224186 chromosome, complete genome
GCF_003718255.1_ASM371825v1_genomic	2	6	0	-	-	0	NZ_CP029904.1 Salmonella enterica subsp. enterica serovar Typhi strain 311189_231186 chromosome, complete genome
GCF_003718495.1_ASM371849v1_genomic	2	4	0	-	-	0	NZ_CP029852.1 Salmonella enterica subsp. enterica serovar Typhi strain 343078_201101 chromosome, complete genome
GCF_003718515.1_ASM371851v1_genomic	2	4	0	-	-	0	NZ_CP029855.1 Salmonella enterica subsp. enterica serovar Typhi strain 343077_292148 chromosome, complete genome
GCF_003718295.1_ASM371829v1_genomic	2	4	0	-	-	0	NZ_CP029880.1 Salmonella enterica subsp. enterica serovar Typhi strain 311189_223186 chromosome, complete genome
GCF_003718595.1_ASM371859v1_genomic	2	4	0	-	-	0	NZ_CP029863.1 Salmonella enterica subsp. enterica serovar Typhi strain 343077_278127 chromosome, complete genome
GCF_003718615.1_ASM371861v1_genomic	2	5	0	-	-	0	NZ_CP029906.1 Salmonella enterica subsp. enterica serovar Typhi strain 343077_267164 chromosome, complete genome
GCF_003718355.1_ASM371835v1_genomic	2	5	0	-	-	0	NZ_CP029846.1 Salmonella enterica subsp. enterica serovar Typhi strain 343078_273110 chromosome, complete genome
GCF_003718435.1_ASM371843v1_genomic	2	5	0	-	-	0	NZ_CP029964.1 Salmonella enterica subsp. enterica serovar Typhi strain 343078_223175 chromosome, complete genome
GCF_003722255.1_ASM372225v1_genomic	1	1	0	-	-	0	NZ_CP033606.1 Lactococcus lactis strain IL6288 chromosome, complete genome
GCF_003718395.1_ASM371839v1_genomic	2	6	0	-	-	0	NZ_CP029960.1 Salmonella enterica subsp. enterica serovar Typhi strain 343078_251131 chromosome, complete genome
GCF_003718415.1_ASM371841v1_genomic	2	5	0	-	-	0	NZ_CP029962.1 Salmonella enterica subsp. enterica serovar Typhi strain 343078_228140 chromosome, complete genome
GCF_003722315.1_ASM372231v1_genomic	2	0	0	-	-	0	NZ_CP033580.1 Thermoanaerobacter ethanolicus JW 200 chromosome, complete genome
GCF_003722375.1_ASM372237v1_genomic	1	0	0	-	-	0	NZ_CP033612.1 18,711,729 reads assembled to JF5203_chromosome
GCF_003718455.1_ASM371845v1_genomic	2	7	0	-	-	0	NZ_CP029848.1 Salmonella enterica subsp. enterica serovar Typhi strain 343078_211126 chromosome, complete genome
GCF_003718475.1_ASM371847v1_genomic	2	5	0	-	-	0	NZ_CP029850.1 Salmonella enterica subsp. enterica serovar Typhi strain 343078_203125 chromosome, complete genome
GCF_003722275.1_ASM372227v1_genomic	1	7	0	-	-	0	NZ_CP033607.1 Lactococcus lactis strain IL1403 chromosome
GCF_003732505.1_ASM373250v1_genomic	2	2	0	-	-	0	NZ_CP018196.1 Fusobacterium necrophorum subsp. funduliforme strain F1291 chromosome, complete genome
GCF_003719215.1_ASM371921v1_genomic	2	4	0	-	-	0	NZ_CP029908.1 Salmonella enterica subsp. enterica serovar Typhi strain 311189_239103 chromosome, complete genome
GCF_003719255.1_ASM371925v1_genomic	2	4	0	-	-	0	NZ_CP029952.1 Salmonella enterica subsp. enterica serovar Typhi strain 311189_209186 chromosome, complete genome
GCF_003795085.1_ASM379508v1_genomic	0	0	0	-	-	0	NZ_CP032681.1 Capnocytophaga canimorsus str. RBWH, complete genome
GCF_003732525.1_ASM373252v1_genomic	2	4	0	-	-	0	NZ_CP019306.1 Fusobacterium necrophorum subsp. funduliforme strain F1260 chromosome, complete genome
GCF_003718555.1_ASM371855v1_genomic	2	6	0	-	-	0	NZ_CP029858.1 Salmonella enterica subsp. enterica serovar Typhi strain 343077_285138 chromosome, complete genome
GCF_003718535.1_ASM371853v1_genomic	2	6	0	-	-	0	NZ_CP029856.1 Salmonella enterica subsp. enterica serovar Typhi strain 343077_286126 chromosome, complete genome
GCF_003718575.1_ASM371857v1_genomic	2	6	0	-	-	0	NZ_CP029853.1 Salmonella enterica subsp. enterica serovar Typhi strain 343077_281186 chromosome, complete genome
GCF_003795065.1_ASM379506v1_genomic	1	1	0	-	-	0	NZ_CP033426.1 Lactobacillus crispatus strain CO3MRSI1 chromosome, complete genome
GCF_003718635.1_ASM371863v1_genomic	2	4	0	-	-	0	NZ_CP029925.1 Salmonella enterica subsp. enterica serovar Typhi strain 311189_218186 chromosome, complete genome
GCF_003722175.1_ASM372217v1_genomic	4	1	0	-	-	0	NZ_CP033604.1 Aeromonas veronii strain MS-18-37 chromosome, complete genome
GCF_003719595.1_ASM371959v1_genomic	8	2	0	-	-	0	NZ_CP033504.1 Serratia sp. LS-1 chromosome, complete genome
GCF_003721475.1_ASM372147v1_genomic	15	4	0	-	-	0	NZ_CP033576.1 Bacillus velezensis strain NY12-2 chromosome, complete genome
GCF_003719195.1_ASM371919v1_genomic	5	6	0	-	-	0	NZ_CP024996.1 Herbaspirillum rubrisubalbicans strain DSM 11543 chromosome, complete genome
GCF_003718655.1_ASM371865v1_genomic	2	4	0	-	-	0	NZ_CP029958.1 Salmonella enterica subsp. enterica serovar Typhi strain 311189_201186 chromosome, complete genome
GCF_003722335.1_ASM372233v1_genomic	4	0	0	-	-	0	NZ_CP026100.1 Caulobacter flavus strain RHGG3 chromosome, complete genome
GCF_003719235.1_ASM371923v1_genomic	2	4	0	-	-	0	NZ_CP029942.1 Salmonella enterica subsp. enterica serovar Typhi strain 311189_203186 chromosome, complete genome
GCF_003726095.1_ASM372609v1_genomic	4	1	0	-	-	0	NZ_CP026031.1 Bacillus circulans strain PK3_109 chromosome, complete genome
GCF_003726115.1_ASM372611v1_genomic	3	1	0	-	-	0	NZ_CP026033.1 Bacillus circulans strain PK3_138 chromosome, complete genome
GCF_003722295.1_ASM372229v1_genomic	0	0	0	-	-	0	NZ_CP033614.1 Leptospira kmetyi strain LS 001/16 chromosome 1, complete sequence
GCF_003721455.1_ASM372145v1_genomic	5	3	0	-	-	0	NZ_CP033575.1 Shewanella algae strain KC-Na-R1 chromosome, complete genome
GCF_003795105.1_ASM379510v1_genomic	1	2	0	-	-	0	NZ_CP027768.1 Tetragenococcus halophilus strain LMG 26042 chromosome, complete genome
GCF_003798325.1_ASM379832v1_genomic	10	0	0	-	-	0	NZ_CP033719.1 Propionibacterium acidifaciens strain FDAARGOS_576 chromosome, complete genome
GCF_003719775.1_ASM371977v1_genomic	3	15	0	-	-	0	NZ_CP033510.1 Shigella flexneri strain 2016AM-0877 chromosome, complete genome
GCF_003798465.1_ASM379846v1_genomic	1	0	0	-	-	0	NZ_CP033718.1 Cutibacterium acnes strain FDAARGOS_577 chromosome, complete genome
GCF_003795145.1_ASM379514v1_genomic	1	1	0	-	-	0	NZ_CP027786.1 Tetragenococcus koreensis strain KCTC 3924 chromosome, complete genome
GCF_003719755.1_ASM371975v1_genomic	3	1	0	-	-	0	NZ_CP033515.1 Vibrio cholerae strain E4 chromosome 1, complete sequence
GCF_003795125.1_ASM379512v1_genomic	2	0	0	-	-	0	NZ_CP027783.1 Tetragenococcus osmophilus strain JCM 31126 chromosome, complete genome
GCF_003722195.1_ASM372219v1_genomic	4	16	0	-	-	0	NZ_CP033605.1 Escherichia coli O157:H7 strain TR01 chromosome, complete genome
GCF_003790505.1_ASM379050v1_genomic	5	3	0	-	-	0	NZ_CP033631.1 Klebsiella sp. P1CD1 chromosome, complete genome
GCF_003719555.1_ASM371955v1_genomic	2	6	0	-	-	0	NZ_CP029646.1 Salmonella enterica subsp. enterica serovar Typhi strain 311189_217186 chromosome, complete genome
GCF_003812445.1_ASM381244v1_genomic	1	2	0	-	-	0	NZ_CP033808.1 Streptococcus sp. FDAARGOS_522 chromosome, complete genome
GCF_003798385.1_ASM379838v1_genomic	6	5	0	-	-	0	NZ_CP033707.1 Yersinia pseudotuberculosis strain FDAARGOS_584 chromosome, complete genome
GCF_003812465.1_ASM381246v1_genomic	1	3	0	-	-	0	NZ_CP033809.1 Streptococcus sp. FDAARGOS_521 chromosome, complete genome
GCF_003812565.1_ASM381256v1_genomic	0	0	0	-	-	0	NZ_CP033738.1 Listeria monocytogenes strain FDAARGOS_554 chromosome, complete genome
GCF_003719615.1_ASM371961v1_genomic	4	2	0	-	-	0	NZ_CP033466.1 Enterobacter cloacae strain E3442 chromosome, complete genome
GCF_003812545.1_ASM381254v1_genomic	0	1	0	-	-	0	NZ_CP033737.1 Listeria monocytogenes strain FDAARGOS_555 chromosome, complete genome
GCF_003798125.1_ASM379812v1_genomic	12	5	0	-	-	0	NZ_CP033686.1 Pseudomonas aeruginosa strain H25883 chromosome, complete genome
GCF_003798285.1_ASM379828v1_genomic	8	1	0	-	-	0	NZ_CP033709.1 Yersinia pseudotuberculosis strain FDAARGOS_583 chromosome, complete genome
GCF_003798145.1_ASM379814v1_genomic	14	5	0	-	-	0	NZ_CP033685.1 Pseudomonas aeruginosa strain H26023 chromosome, complete genome
GCF_003798165.1_ASM379816v1_genomic	5	2	0	-	-	0	NZ_CP033683.1 Raoultella ornithinolytica strain YDC775_2 chromosome, complete genome
GCF_003798105.1_ASM379810v1_genomic	11	4	0	-	-	0	NZ_CP033684.1 Pseudomonas aeruginosa strain H26027 chromosome, complete genome
GCF_003798305.1_ASM379830v1_genomic	6	4	0	-	-	0	NZ_CP033717.1 Yersinia pseudotuberculosis strain FDAARGOS_579 chromosome, complete genome
GCF_003812765.1_ASM381276v1_genomic	0	1	0	-	-	0	NZ_CP033836.1 Gardnerella vaginalis strain FDAARGOS_568 chromosome, complete genome
GCF_003812645.1_ASM381264v1_genomic	4	3	0	-	-	0	NZ_CP033767.1 Streptococcus pyogenes strain FDAARGOS_534 chromosome, complete genome
GCF_003812405.1_ASM381240v1_genomic	5	0	0	-	-	0	NZ_CP033780.1 Citrobacter koseri strain FDAARGOS_530 chromosome, complete genome
